year,iso3_o,iso3_d,X_ij_usd,home,area_km2,d_HM_polygon,d_HM_cepii
2015,MMR,MMR,0.0,1,666446.0915686686,308.5903770083806,29.0
2015,MNE,MNE,0.0,1,13734.751397283524,44.30066727990624,32.0
2015,MNG,MNG,0.0,1,1564041.2475212147,472.7417597353978,32.0
2015,MNP,MNP,0.0,1,582.5949594990996,9.123956957014839,32.0
2015,MOZ,MOZ,0.0,1,792793.3618723585,336.57346121154814,25.0
2015,MRT,MRT,0.0,1,1041681.0465009187,385.80446316145316,10.0
2015,MUS,MUS,0.0,1,2024.7753660944727,17.00937243787117,32.0
2015,MWI,MWI,0.0,1,120116.51247629491,131.00902768912093,16.0
2015,MYS,MYS,0.0,1,330072.24215046293,217.17226858070444,
2015,MYS,MYS,0.0,1,330072.24215046293,217.17226858070444,
2015,MYS,MYS,0.0,1,330072.24215046293,217.17226858070444,
2015,MYS,MYS,0.0,1,330072.24215046293,217.17226858070444,57.0
2015,NAM,NAM,0.0,1,826670.8536212451,343.68943268825655,11.0
2015,NER,NER,0.0,1,1187814.339475749,411.9781170047427,50.0
2015,NGA,NGA,0.0,1,913257.2530690007,361.24049722159157,108.0
2015,NIC,NIC,0.0,1,129466.58487113452,136.01246527225464,13.0
2015,NLD,NLD,0.0,1,37337.03394394585,73.04151517859093,26.0
2015,NOR,NOR,386578448.384,1,380388.4039102435,233.13823318136133,28.0
2015,NPL,NPL,0.0,1,147653.2821628372,145.25176521673745,44.0
2015,NZL,NZL,0.0,1,268712.40980756446,195.94930534112098,38.0
2015,OMN,OMN,0.0,1,312789.26064491813,211.41012505217728,22.0
2015,PAK,PAK,0.0,1,875892.4420683886,353.77346543927746,
2015,PAK,PAK,0.0,1,875892.4420683886,353.77346543927746,
2015,PAK,PAK,0.0,1,875892.4420683886,353.77346543927746,
2015,PAK,PAK,0.0,1,875892.4420683886,353.77346543927746,110.0
2015,PAN,PAN,0.0,1,75010.52462212306,103.52874938423592,17.0
2015,PER,PER,0.0,1,1298027.443530577,430.6672068448556,62.0
2015,PHL,PHL,0.0,1,295090.12313245167,205.34172363368845,48.0
2015,PLW,PLW,0.0,1,495.142761152521,8.411337970661515,32.0
2015,POL,POL,0.0,1,312917.0019581926,211.45328997776855,70.0
