d_min_km,d_eff_km,ratio_to_d_HM
0.01,0.06309564992939831,9.417261183492286e-05
0.1,0.6309206302103716,0.0009416725824035397
1.0,6.28754646575333,0.009384397710079597
5.0,29.448862298964176,0.04395352581934952
10.0,51.855468100996,0.07739622104626269
50.0,149.74202064265737,0.22349555319799608
100.0,229.34997291723377,0.3423133924137817
200.0,352.87536717293284,0.5266796524969147
500.0,640.4126608552182,0.9558397923212212
