label,n_obs,n_intra,coef_log_d,se_log_d,coef_home,se_home,home_multiplier,r2,year,theta,d_min,spec
Bprime_y2015_theta-7.0_dmin10.0km,29233,6,-1.8465051355255804,0.0187500889279629,3.063440774825227,0.7684747378094533,21.401066876457982,0.7184114683727694,2015,-7.0,10.0,B_prime
Bprime_y2015_theta-7.0_dmin20.0km,29233,6,-1.8465051355255822,0.018750088927962923,3.706642434352196,0.7678943473931409,40.71686720963298,0.7184114683727694,2015,-7.0,20.0,B_prime
Bprime_y2015_theta-7.0_dmin50.0km,29233,6,-1.846505135525583,0.01875008892796293,4.5287056540422395,0.767232868240626,92.63857708068213,0.7184114683727694,2015,-7.0,50.0,B_prime
Bprime_y2015_theta-7.0_dmin100.0km,29233,6,-1.8465051355255784,0.018750088927962896,4.978675752036963,0.7669090339875329,145.28186499805926,0.7184114683727694,2015,-7.0,100.0,B_prime
Bprime_y2015_theta-7.0_dmin200.0km,29233,6,-1.846505135525582,0.018750088927962903,5.369130790538918,0.7666499882380574,214.67618801052305,0.7184114683727694,2015,-7.0,200.0,B_prime
Bprime_y2015_theta-7.0_dmin500.0km,29233,6,-1.8465051355255817,0.018750088927962913,5.657574997304353,0.7664717368747793,286.4531499503547,0.7184114683727694,2015,-7.0,500.0,B_prime
A1_baseline_cepii_y2020,28881,8,-1.8596202019116,0.019030780869036517,4.642278708408718,0.7291265130093896,103.78056399073819,0.7292034850618254,2020,,,A1_baseline_cepii_intra
A2_baseline_polygon_y2020,28881,8,-1.859620201911605,0.019030780869036534,4.846988929075365,0.7289478496066707,127.35633297367524,0.7292034850618254,2020,,,A2_baseline_polygon_intra
Bprime_y2020_theta-3.0_dmin0.5km,28881,8,-1.8596202019116066,0.01903078086903654,1.2102965116797066,0.7330074845721664,3.354479147348597,0.7292034850618254,2020,-3.0,0.5,B_prime
Bprime_y2020_theta-3.0_dmin1.0km,28881,8,-1.8596202019116053,0.019030780869036517,1.993967032239409,0.7319746469727044,7.344612360326054,0.7292034850618254,2020,-3.0,1.0,B_prime
Bprime_y2020_theta-3.0_dmin2.0km,28881,8,-1.8596202019115997,0.019030780869036524,2.736337722939747,0.7310760434822923,15.430371197257822,0.7292034850618254,2020,-3.0,2.0,B_prime
Bprime_y2020_theta-3.0_dmin5.0km,28881,8,-1.8596202019115982,0.01903078086903649,3.5935631819854317,0.7301353859805478,36.363414825250125,0.7292034850618254,2020,-3.0,5.0,B_prime
Bprime_y2020_theta-3.0_dmin10.0km,28881,8,-1.859620201911599,0.019030780869036493,4.104300785688936,0.7296245071428412,60.600357093440365,0.7292034850618254,2020,-3.0,10.0,B_prime
Bprime_y2020_theta-3.0_dmin20.0km,28881,8,-1.8596202019116075,0.01903078086903653,4.515015482199351,0.7292405952042854,91.37898075903318,0.7292034850618255,2020,-3.0,20.0,B_prime
Bprime_y2020_theta-3.0_dmin50.0km,28881,8,-1.8596202019115968,0.01903078086903651,4.953366292606691,0.7288573676645163,141.65100094920442,0.7292034850618254,2020,-3.0,50.0,B_prime
Bprime_y2020_theta-3.0_dmin100.0km,28881,8,-1.859620201911604,0.019030780869036507,5.15061129677739,0.7286938698229161,172.53692935519427,0.7292034850618254,2020,-3.0,100.0,B_prime
Bprime_y2020_theta-3.0_dmin200.0km,28881,8,-1.8596202019115975,0.019030780869036507,5.265614125135304,0.728601106992457,193.56514551455552,0.7292034850618254,2020,-3.0,200.0,B_prime
